node_id,c_000,c_001,c_002,c_003,c_004,c_005,c_006,c_007,c_008,c_009,c_010,c_011,c_012,c_013,c_014,c_015,c_016,c_017,c_018,c_019,c_020,c_021,c_022,c_023,c_024,c_025,c_026,c_027,c_028,c_029,c_030,c_031,c_032,c_033,c_034,c_035,c_036,c_037,c_038,c_039
3117,0.29129570722579956,0.722084105014801,0.6985628604888916,1.3731560707092285,-1.7766270637512207,-0.5089605450630188,0.23315200209617615,-0.528245747089386,0.2859433591365814,0.654329240322113,0.7135696411132812,1.4306594133377075,-1.7634869813919067,-0.530693769454956,0.2976219654083252,-0.5574346780776978,0.27298495173454285,0.5845005512237549,0.7272316217422485,1.4818518161773682,-1.7387832403182983,-0.5565208196640015,0.3490807116031647,-0.5966932773590088,0.2512597441673279,0.5143312811851501,0.7414661645889282,1.5235443115234375,-1.7028594017028809,-0.5850345492362976,0.3741357922554016,-0.64348965883255,0.22109219431877136,0.44479796290397644,0.7580745220184326,1.5552157163619995,-1.6560267210006714,-0.6151630878448486,0.36666491627693176,-0.6926625967025757
3118,0.2849593758583069,0.6540754437446594,0.7135665416717529,1.4300764799118042,-1.763495683670044,-0.5308791399002075,0.2969420850276947,-0.5574527978897095,0.2722228169441223,0.5846109986305237,0.7272103428840637,1.481285572052002,-1.739030122756958,-0.5567073822021484,0.34833380579948425,-0.5967099070549011,0.25073423981666565,0.5148223638534546,0.7414108514785767,1.5230183601379395,-1.7031009197235107,-0.5852202773094177,0.3735100030899048,-0.6435009241104126,0.220820352435112,0.44564390182495117,0.7579634785652161,1.5547311305999756,-1.6562179327011108,-0.6153402328491211,0.3663536608219147,-0.6926631331443787,0.18478462100028992,0.3791375458240509,0.7777279615402222,1.5781322717666626,-1.5983003377914429,-0.6466997861862183,0.3289892375469208,-0.737037718296051
3119,0.27123939990997314,0.5846595168113708,0.7272140383720398,1.4806562662124634,-1.7390387058258057,-0.5568205714225769,0.34763044118881226,-0.5967261791229248,0.24997150897979736,0.515237033367157,0.7413990497589111,1.5224169492721558,-1.703336238861084,-0.5853278040885925,0.372751384973526,-0.6435149908065796,0.22029347717761993,0.4464294910430908,0.7579216361045837,1.5541812181472778,-1.6564393043518066,-0.6154472231864929,0.36573076248168945,-0.6926718950271606,0.1845117062330246,0.380254864692688,0.7776346206665039,1.5776320695877075,-1.5984654426574707,-0.6467998623847961,0.32868412137031555,-0.7370380759239197,0.14703857898712158,0.3219127357006073,0.8004240989685059,1.5959887504577637,-1.529297947883606,-0.6797884106636047,0.26898565888404846,-0.7696117758750916
3120,0.2489890307188034,0.5155864953994751,0.7414097785949707,1.5217500925064087,-1.7033443450927734,-0.5853615999221802,0.37203672528266907,-0.6435290575027466,0.219529926776886,0.4471428692340851,0.7579208612442017,1.5535531044006348,-1.6566593647003174,-0.6154715418815613,0.3649758994579315,-0.692683219909668,0.1839831918478012,0.3813208341598511,0.7776087522506714,1.5770647525787354,-1.5986618995666504,-0.6468250751495361,0.32807520031929016,-0.7370445728302002,0.14676454663276672,0.32326650619506836,0.800351083278656,1.595476508140564,-1.529431939125061,-0.6798076033592224,0.2686903178691864,-0.7696120142936707,0.11380138248205185,0.28223636746406555,0.8254522681236267,1.6127636432647705,-1.4497655630111694,-0.715275228023529,0.19596917927265167,-0.7867494225502014
3121,0.2185487300157547,0.44778770208358765,0.7579398155212402,1.5528578758239746,-1.6566671133041382,-0.615421712398529,0.3642648160457611,-0.6926950216293335,0.18321868777275085,0.38231852650642395,0.7776212096214294,1.576417088508606,-1.598863124847412,-0.646763026714325,0.3273383677005768,-0.7370534539222717,0.14623433351516724,0.32457685470581055,0.8003438115119934,1.594895362854004,-1.529598593711853,-0.6797471046447754,0.26810362935066223,-0.7696167826652527,0.1135263666510582,0.2837541103363037,0.8254017233848572,1.6122400760650635,-1.4498636722564697,-0.7152076959609985,0.1956857293844223,-0.7867496013641357,0.09060133993625641,0.27215832471847534,0.8518826961517334,1.6326103210449219,-1.3623791933059692,-0.7539564967155457,0.12045326083898544,-0.7901588678359985
3122,0.18223899602890015,0.38324451446533203,0.7776499390602112,1.5757008790969849,-1.5988703966140747,-0.6466264128684998,0.3266447186470032,-0.7370631098747253,0.1454688161611557,0.3258223235607147,0.8003714084625244,1.594232439994812,-1.5297774076461792,-0.6795943975448608,0.26739558577537537,-0.769623875617981,0.11299464106559753,0.28523388504981995,0.8254148364067078,1.611646056175232,-1.449995994567871,-0.7150551676750183,0.19512613117694855,-0.7867535352706909,0.09032563865184784,0.2737177312374115,0.8518558740615845,1.6320732831954956,-1.3624379634857178,-0.7537944316864014,0.1201820969581604,-0.7901590466499329,0.07888071238994598,0.3038215935230255,0.8787410855293274,1.6594340801239014,-1.2723238468170166,-0.7961227893829346,0.055169422179460526,-0.7857174873352051
3123,0.14449071884155273,0.3269933760166168,0.8004114627838135,1.593500018119812,-1.5297839641571045,-0.6793667078018188,0.2667296528816223,-0.7696320414543152,0.11222825199365616,0.2866511642932892,0.8254592418670654,1.610968828201294,-1.4501489400863647,-0.7148053050041199,0.19445306062698364,-0.786759614944458,0.08979286998510361,0.27524054050445557,0.8518905639648438,1.6314641237258911,-1.3625324964523315,-0.7535416483879089,0.11965050548315048,-0.7901628017425537,0.07860466092824936,0.3052501678466797,0.8787384033203125,1.6588788032531738,-1.2723420858383179,-0.7958577275276184,0.05490889027714729,-0.7857176661491394,0.07131561636924744,0.3863753378391266,0.9050784707069397,1.6963850259780884,-1.1866031885147095,-0.841183602809906,0.014886986464262009,-0.7801291942596436
3124,0.11125154793262482,0.28799211978912354,0.8255117535591125,1.610221028327942,-1.4501547813415527,-0.714479923248291,0.19382092356681824,-0.7867670059204102,0.08902586996555328,0.2767014801502228,0.8519526720046997,1.6307698488235474,-1.3626569509506226,-0.7531858682632446,0.11901364475488663,-0.7901687622070312,0.07807136327028275,0.3066377341747284,0.8787950277328491,1.658249020576477,-1.2723976373672485,-0.7954956293106079,0.05440150946378708,-0.7857216000556946,0.0710393413901329,0.38746270537376404,0.9050994515419006,1.6958047151565552,-1.1865828037261963,-0.8408084511756897,0.014633017592132092,-0.7801293730735779,0.04896202310919762,0.5244883894920349,0.9300059676170349,1.7451534271240234,-1.1112697124481201,-0.8876213431358337,0.013670424930751324,-0.7796849012374878
3125,0.08805012702941895,0.2780855596065521,0.8520182967185974,1.6300040483474731,-1.3626620769500732,-0.7527539730072021,0.11841642111539841,-0.7901759743690491,0.07730405032634735,0.3079615831375122,0.8788751363754272,1.657531976699829,-1.27249276638031,-0.7950243353843689,0.053795937448740005,-0.7857277989387512,0.07050570100545883,0.38849779963493347,0.9051775336265564,1.6951466798782349,-1.1866012811660767,-0.8403295278549194,0.014140574261546135,-0.7801336646080017,0.04868508502840996,0.5250049829483032,0.9300492405891418,1.7445399761199951,-1.1112152338027954,-0.8871326446533203,0.013416653499007225,-0.7796851396560669,-0.0141372662037611,0.7174683213233948,0.9526931643486023,1.805353045463562,-1.0474680662155151,-0.9337154030799866,0.05681729316711426,-0.7935484051704407
3126,0.076328806579113,0.3092100918292999,0.8789541721343994,1.6567416191101074,-1.2724970579147339,-0.7944763898849487,0.05322890728712082,-0.7857352495193481,0.06973818689584732,0.3894641399383545,0.905275285243988,1.694398045539856,-1.1866686344146729,-0.8397347927093506,0.013554312288761139,-0.7801401615142822,0.048150435090065,0.5254502892494202,0.9301477670669556,1.7438446283340454,-1.111201286315918,-0.8865333795547485,0.012924661859869957,-0.779689371585846,-0.014416075311601162,0.7171874046325684,0.9527568221092224,1.8046989440917969,-1.0473849773406982,-0.9331141114234924,0.056556496769189835,-0.7935485243797302,-0.13346756994724274,0.9555924534797668,0.9723629951477051,1.8745075464248657,-0.9893597364425659,-0.9788394570350647,0.12787674367427826,-0.8363825678825378
3127,0.06876325607299805,0.39035913348197937,0.9053674340248108,1.6935739517211914,-1.1866720914840698,-0.8390628695487976,0.013005907647311687,-0.7801478505134583,0.047382332384586334,0.5258185863494873,0.9302622079849243,1.7430543899536133,-1.1112439632415771,-0.8858115077018738,0.01233898289501667,-0.7796959280967712,-0.014953576028347015,0.7168086767196655,0.9528738260269165,1.8039573431015015,-1.047343373298645,-0.932395339012146,0.05604850500822067,-0.7935521006584167,-0.13374991714954376,0.9543274641036987,0.9724443554878235,1.8738064765930176,-0.9892503619194031,-0.9781278967857361,0.1276043802499771,-0.8363825678825378,-0.2907656133174896,1.2137210369110107,0.988280713558197,1.9487963914871216,-0.9261659383773804,-1.024317741394043,0.18454334139823914,-0.9234557747840881
3128,0.046408336609601974,0.5261221528053284,0.9303667545318604,1.7421858310699463,-1.1112468242645264,-0.8850117325782776,0.011791140772402287,-0.7797036170959473,-0.015723349526524544,0.7163413166999817,0.9530035257339478,1.803115725517273,-1.0473653078079224,-0.931547224521637,0.055442143231630325,-0.7935578227043152,-0.1342928111553192,0.9529318809509277,0.9725773930549622,1.8730119466781616,-0.9891837239265442,-0.9772921204566956,0.12707002460956573,-0.8363839387893677,-0.29105260968208313,1.2113893032073975,0.9883763194084167,1.948045015335083,-0.9260280728340149,-1.0234949588775635,0.184261754155159,-0.9234554171562195,-0.43436023592948914,1.451409101486206,0.9994837045669556,2.023979425430298,-0.8470273017883301,-1.0730037689208984,0.1808503419160843,-1.0592104196548462
